CaseNumber,IUCR,Description,LocationDescription,Arrest,District,CommunityArea,UpdatedOn,Latitude,Longitude,Date,Time,Year,Month,Day
JF109146,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,12,24,2023-01-03 15:40:27,41.9007,-87.6968,2022-01-11,02:30:00,2022,1,11
JF109222,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,24,77,2023-01-03 15:40:27,41.9933,-87.6734,2022-01-11,08:11:00,2022,1,11
JF109286,486.0,DOMESTIC BATTERY SIMPLE,RESTAURANT,0,25,19,2023-01-03 15:40:27,41.9241,-87.7578,2022-01-10,00:30:00,2022,1,10
JF106791,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,1,32,2023-01-03 15:40:27,41.8681,-87.6328,2022-01-08,00:15:00,2022,1,8
JF109257,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,8,66,2023-01-03 15:40:27,41.766,-87.6845,2022-01-11,08:35:00,2022,1,11
JF109056,484.0,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",CTA STATION,0,8,62,2023-01-03 15:40:27,41.7855,-87.7386,2022-01-10,19:55:00,2022,1,10
JF109289,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,6,44,2023-01-03 15:40:27,41.7488,-87.6039,2022-01-11,09:01:00,2022,1,11
JF109475,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,25,19,2023-01-03 15:40:27,41.9319,-87.7894,2022-01-11,11:40:00,2022,1,11
JF109383,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,24,2,2023-01-03 15:40:27,42.0176,-87.6941,2022-01-11,08:00:00,2022,1,11
JF109587,460.0,SIMPLE,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,1,16,76,2023-01-03 15:40:27,41.9768,-87.901,2022-01-11,13:30:00,2022,1,11
JF107191,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,4,45,2023-01-03 15:40:27,41.7505,-87.5962,2022-01-08,21:40:00,2022,1,8
JF109691,460.0,SIMPLE,APARTMENT,0,11,27,2023-01-03 15:40:27,41.8738,-87.6998,2022-01-11,14:50:00,2022,1,11
JF109872,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,7,67,2023-01-03 15:40:27,41.7918,-87.6572,2022-01-11,18:03:00,2022,1,11
JF110034,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,20,77,2023-01-03 15:40:27,41.9844,-87.6566,2022-01-11,22:00:00,2022,1,11
JF106537,460.0,SIMPLE,STREET,0,2,38,2023-01-03 15:40:27,41.8161,-87.6274,2022-01-08,05:10:00,2022,1,8
JF110046,496.0,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,APARTMENT,0,15,25,2023-01-03 15:40:27,41.8981,-87.7508,2022-01-11,22:45:00,2022,1,11
JF110083,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,6,44,2023-01-03 15:40:27,41.7339,-87.6225,2022-01-12,00:38:00,2022,1,12
JF110079,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,17,14,2023-01-03 15:40:27,41.9673,-87.7182,2022-01-12,00:08:00,2022,1,12
JF110128,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,8,57,2023-01-03 15:40:27,41.8069,-87.7297,2022-01-12,02:40:00,2022,1,12
JF110174,460.0,SIMPLE,APARTMENT,0,7,67,2023-01-03 15:40:27,41.7666,-87.6744,2022-01-10,15:00:00,2022,1,10
JF110102,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,3,43,2023-01-03 15:40:27,41.7653,-87.5794,2022-01-12,00:00:00,2022,1,12
JF110284,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,15,25,2023-01-03 15:40:27,41.8847,-87.7552,2022-01-12,08:30:00,2022,1,12
JF110412,460.0,SIMPLE,APARTMENT,0,4,45,2023-01-03 15:40:27,41.7388,-87.5777,2022-01-12,11:00:00,2022,1,12
JF110723,486.0,DOMESTIC BATTERY SIMPLE,STREET,0,3,40,2023-01-03 15:40:27,41.7829,-87.6157,2022-01-12,14:00:00,2022,1,12
JF110867,460.0,SIMPLE,RESTAURANT,0,9,37,2023-01-03 15:40:27,41.8172,-87.6312,2022-01-12,18:35:00,2022,1,12
JF111104,460.0,SIMPLE,CTA TRAIN,0,18,7,2023-01-03 15:40:27,41.9254,-87.6523,2022-01-13,00:45:00,2022,1,13
JF111130,497.0,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,APARTMENT,0,6,44,2023-01-03 15:40:27,41.7468,-87.6124,2022-01-13,03:15:00,2022,1,13
JF111152,486.0,DOMESTIC BATTERY SIMPLE,STREET,0,2,38,2023-01-03 15:40:27,41.8131,-87.625,2022-01-13,05:31:00,2022,1,13
JF111153,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,3,69,2023-01-03 15:40:27,41.7653,-87.6092,2022-01-13,05:35:00,2022,1,13
JF111159,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,1,17,15,2023-01-03 15:40:27,41.9453,-87.7454,2022-01-13,05:30:00,2022,1,13
JF111397,460.0,SIMPLE,NURSING / RETIREMENT HOME,0,3,42,2023-01-03 15:40:27,41.7835,-87.5931,2022-01-12,20:00:00,2022,1,12
JF111414,460.0,SIMPLE,SCHOOL - PRIVATE BUILDING,0,1,32,2023-01-03 15:40:27,41.8807,-87.6302,2022-01-13,09:50:00,2022,1,13
JF111407,460.0,SIMPLE,COMMERCIAL / BUSINESS OFFICE,0,25,20,2023-01-03 15:40:27,41.9317,-87.7375,2022-01-13,10:44:00,2022,1,13
JF111291,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,8,66,2023-01-03 15:40:27,41.7602,-87.6806,2022-01-13,08:30:00,2022,1,13
JF111280,430.0,AGGRAVATED - OTHER DANGEROUS WEAPON,PARKING LOT / GARAGE (NON RESIDENTIAL),0,11,26,2023-01-03 15:40:27,41.8707,-87.7335,2022-01-13,08:36:00,2022,1,13
JF111027,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,16,15,2023-01-03 15:40:27,41.9458,-87.7728,2022-01-12,21:00:00,2022,1,12
JF111909,460.0,SIMPLE,STREET,0,6,44,2023-01-03 15:40:27,41.7505,-87.6052,2022-01-13,18:13:00,2022,1,13
JF106905,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,12,31,2023-01-03 15:40:27,41.8567,-87.6526,2022-01-08,15:00:00,2022,1,8
JF111999,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,11,27,2023-01-03 15:40:27,41.8769,-87.6999,2022-01-13,20:10:00,2022,1,13
JF111750,498.0,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,0,4,43,2023-01-03 15:40:27,41.7547,-87.5748,2022-01-13,15:49:00,2022,1,13
JF112048,498.0,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,1,25,19,2023-01-03 15:40:27,41.9212,-87.7585,2022-01-13,20:59:00,2022,1,13
JF111071,460.0,SIMPLE,STREET,0,6,71,2023-01-03 15:40:27,41.7406,-87.6705,2022-01-12,23:14:00,2022,1,12
JF112091,460.0,SIMPLE,STREET,0,2,40,2023-01-03 15:40:27,41.7924,-87.6208,2022-01-13,00:00:00,2022,1,13
JF112149,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,7,67,2023-01-03 15:40:27,41.7896,-87.6681,2022-01-14,00:50:00,2022,1,14
JF112103,460.0,SIMPLE,APARTMENT,0,15,25,2023-01-03 15:40:27,41.8823,-87.7624,2022-01-12,23:05:00,2022,1,12
JF112118,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,11,23,2023-01-03 15:40:27,41.8989,-87.7319,2022-01-13,22:00:00,2022,1,13
JF112226,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,7,68,2023-01-03 15:40:27,41.7592,-87.643,2022-01-14,04:27:00,2022,1,14
JF112186,430.0,AGGRAVATED - OTHER DANGEROUS WEAPON,BAR OR TAVERN,0,9,58,2023-01-03 15:40:27,41.8122,-87.7041,2022-01-14,02:00:00,2022,1,14
JF112208,420.0,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,CTA PLATFORM,0,1,32,2023-01-03 15:40:27,41.8824,-87.6294,2022-01-14,03:32:00,2022,1,14
JF112480,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,12,31,2023-01-03 15:40:27,41.8569,-87.6648,2022-01-14,09:45:00,2022,1,14
JF112481,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,7,68,2023-01-03 15:40:27,41.7862,-87.6425,2022-01-14,10:30:00,2022,1,14
JF112490,486.0,DOMESTIC BATTERY SIMPLE,STREET,0,3,69,2023-01-03 15:40:27,41.7635,-87.6092,2022-01-13,19:05:00,2022,1,13
JF112518,460.0,SIMPLE,LIBRARY,1,1,32,2023-01-03 15:40:27,41.8766,-87.6276,2022-01-14,10:48:00,2022,1,14
JF112599,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,10,29,2023-01-03 15:40:27,41.8602,-87.7067,2022-01-14,12:24:00,2022,1,14
JF111489,486.0,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,0,1,35,2023-01-03 15:40:27,41.8419,-87.6295,2022-01-09,00:01:00,2022,1,9
JF111912,460.0,SIMPLE,VEHICLE NON - COMMERCIAL,0,6,69,2023-01-03 15:40:27,41.7513,-87.6049,2022-01-13,17:50:00,2022,1,13
JF112915,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,6,69,2023-01-03 15:40:27,41.7575,-87.6078,2022-01-14,16:00:00,2022,1,14
JF112840,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,9,59,2023-01-03 15:40:27,41.8336,-87.6705,2022-01-14,15:46:00,2022,1,14
JF113026,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,6,71,2023-01-03 15:40:27,41.7542,-87.6473,2022-01-04,21:30:00,2022,1,4
JF112662,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,9,59,2023-01-03 15:40:27,41.8242,-87.6727,2022-01-14,13:23:00,2022,1,14
JF111469,460.0,SIMPLE,RESIDENCE,0,25,25,2023-01-03 15:40:27,41.9099,-87.7618,2022-01-13,11:30:00,2022,1,13
JF112982,460.0,SIMPLE,TAXICAB,0,1,28,2023-01-03 15:40:27,41.8822,-87.6397,2022-01-14,17:25:00,2022,1,14
JF111926,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,9,63,2023-01-03 15:40:27,41.8021,-87.6825,2022-01-13,00:00:00,2022,1,13
JF112886,485.0,AGGRAVATED OF A CHILD,PARK PROPERTY,1,4,45,2023-01-03 15:40:27,41.7441,-87.5947,2022-01-14,16:47:00,2022,1,14
JF112975,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,24,77,2023-01-03 15:40:27,41.9935,-87.6583,2022-01-14,17:13:00,2022,1,14
JF113132,486.0,DOMESTIC BATTERY SIMPLE,CTA PLATFORM,0,6,44,2023-01-03 15:40:27,41.7363,-87.6251,2022-01-14,20:25:00,2022,1,14
JF113183,460.0,SIMPLE,RESIDENCE - PORCH / HALLWAY,0,5,49,2023-01-03 15:40:27,41.6989,-87.6292,2022-01-14,22:00:00,2022,1,14
JF113179,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,5,49,2023-01-03 15:40:27,41.7067,-87.6125,2022-01-14,22:08:00,2022,1,14
JF113194,460.0,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),1,14,22,2023-01-03 15:40:27,41.9177,-87.6888,2022-01-14,22:25:00,2022,1,14
JF112213,430.0,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,0,6,69,2023-01-03 15:40:27,41.7558,-87.6053,2022-01-14,03:22:00,2022,1,14
JF113240,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,1,20,77,2023-01-03 15:40:27,41.9807,-87.6734,2022-01-13,10:55:00,2022,1,13
JF113250,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,8,66,2023-01-03 15:40:27,41.76,-87.6978,2022-01-15,00:10:00,2022,1,15
JF113230,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,5,49,2023-01-03 15:40:27,41.7081,-87.6295,2022-01-14,23:17:00,2022,1,14
JF113333,460.0,SIMPLE,APARTMENT,0,15,25,2023-01-03 15:40:27,41.8809,-87.7698,2022-01-15,03:40:00,2022,1,15
JF113323,460.0,SIMPLE,APARTMENT,0,3,43,2023-01-03 15:40:27,41.7643,-87.5801,2022-01-15,03:00:00,2022,1,15
JF113288,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,4,51,2023-01-03 15:40:27,41.7164,-87.5623,2022-01-15,01:25:00,2022,1,15
JF113295,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,1,12,24,2023-01-03 15:40:27,41.8957,-87.6526,2022-01-15,01:23:00,2022,1,15
JF113344,460.0,SIMPLE,BAR OR TAVERN,1,3,43,2023-01-03 15:40:27,41.7669,-87.5763,2022-01-15,03:45:00,2022,1,15
JF113384,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,7,67,2023-01-03 15:40:27,41.775,-87.6654,2022-01-15,05:45:00,2022,1,15
JF113385,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,10,29,2023-01-03 15:40:27,41.8653,-87.7201,2022-01-15,04:30:00,2022,1,15
JF113426,486.0,DOMESTIC BATTERY SIMPLE,ALLEY,0,8,62,2023-01-03 15:40:27,41.7878,-87.7169,2022-01-15,07:30:00,2022,1,15
JF113126,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,4,43,2023-01-03 15:40:27,41.7516,-87.5793,2022-01-14,19:45:00,2022,1,14
JF113771,460.0,SIMPLE,STREET,0,19,5,2023-01-03 15:40:27,41.9614,-87.6844,2022-01-15,13:30:00,2022,1,15
JF101676,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,4,43,2023-01-03 15:40:27,41.7582,-87.5627,2022-01-02,23:20:00,2022,1,2
JF113983,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,7,68,2023-01-03 15:40:27,41.7757,-87.6317,2022-01-14,06:00:00,2022,1,14
JF113834,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,2,40,2023-01-03 15:40:27,41.7924,-87.6159,2022-01-15,14:00:00,2022,1,15
JF113160,460.0,SIMPLE,APARTMENT,0,12,28,2023-01-03 15:40:27,41.8636,-87.6453,2022-01-14,21:00:00,2022,1,14
JF113081,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,16,10,2023-01-03 15:40:27,41.9943,-87.7999,2022-01-14,09:00:00,2022,1,14
JF114132,460.0,SIMPLE,SIDEWALK,0,14,24,2023-01-03 15:40:27,41.9067,-87.6717,2022-01-15,19:55:00,2022,1,15
JF114166,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,18,8,2023-01-03 15:40:27,41.894,-87.6347,2022-01-14,00:04:00,2022,1,14
JF114188,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,2,39,2023-01-03 15:40:27,41.8107,-87.6039,2022-01-15,21:15:00,2022,1,15
JF113343,460.0,SIMPLE,STREET,0,18,8,2023-01-03 15:40:27,41.8898,-87.6311,2022-01-15,04:00:00,2022,1,15
JF114066,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,18,8,2023-01-03 15:40:27,41.891,-87.6218,2022-01-15,18:26:00,2022,1,15
JF114162,454.0,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",CTA BUS,1,1,32,2023-01-03 15:40:27,41.8784,-87.6277,2022-01-15,20:29:00,2022,1,15
JF114241,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,1,6,71,2023-01-03 15:40:27,41.7464,-87.6451,2022-01-15,23:00:00,2022,1,15
JF114284,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,1,14,22,2023-01-03 15:40:27,41.9219,-87.7071,2022-01-16,00:41:00,2022,1,16
JF114318,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,4,43,2023-01-03 15:40:27,41.7565,-87.5529,2022-01-16,01:30:00,2022,1,16
JF114270,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,24,2,2023-01-03 15:40:27,41.9947,-87.7044,2022-01-15,23:40:00,2022,1,15
JF114158,460.0,SIMPLE,APARTMENT,1,15,25,2023-01-03 15:40:27,41.8847,-87.7734,2022-01-15,19:36:00,2022,1,15
JF114312,496.0,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,RESIDENCE,0,11,23,2023-01-03 15:40:27,41.9016,-87.7263,2022-01-16,01:26:00,2022,1,16
JF114378,460.0,SIMPLE,STREET,0,25,20,2023-01-03 15:40:27,41.9178,-87.7315,2022-01-16,03:30:00,2022,1,16
JF114409,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,3,68,2023-01-03 15:40:27,41.7843,-87.629,2022-01-16,05:13:00,2022,1,16
JF114381,420.0,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,0,3,43,2023-01-03 15:40:27,41.7634,-87.5847,2022-01-16,03:30:00,2022,1,16
JF114454,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,16,15,2023-01-03 15:40:27,41.9552,-87.7516,2022-01-16,01:30:00,2022,1,16
JF114439,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,1,8,66,2023-01-03 15:40:27,41.7823,-87.6898,2022-01-16,07:01:00,2022,1,16
JF113778,460.0,SIMPLE,APARTMENT,0,11,23,2023-01-03 15:40:27,41.8941,-87.7212,2022-01-15,13:40:00,2022,1,15
JF114525,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,12,31,2023-01-03 15:40:27,41.8589,-87.6545,2022-01-16,08:00:00,2022,1,16
JF114570,484.0,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",CTA TRAIN,0,24,1,2023-01-03 15:40:27,42.0011,-87.6613,2022-01-16,10:25:00,2022,1,16
JF114521,420.0,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,ALLEY,0,15,25,2023-01-03 15:40:27,41.8949,-87.7642,2022-01-16,08:00:00,2022,1,16
JF114690,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,24,1,2023-01-03 15:40:27,42.0017,-87.6739,2022-01-16,13:02:00,2022,1,16
JF114699,460.0,SIMPLE,APARTMENT,1,3,43,2023-01-03 15:40:27,41.7658,-87.5824,2022-01-16,12:47:00,2022,1,16
JF114918,460.0,SIMPLE,STREET,0,8,66,2023-01-03 15:40:27,41.7621,-87.7003,2022-01-16,15:30:00,2022,1,16
JF114765,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,11,28,2023-01-03 15:40:27,41.8808,-87.6864,2022-01-16,14:10:00,2022,1,16
JF114931,460.0,SIMPLE,STREET,1,17,16,2023-01-03 15:40:27,41.9536,-87.7329,2022-01-16,16:40:00,2022,1,16
JF115008,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,3,69,2023-01-03 15:40:27,41.7702,-87.6202,2022-01-16,16:30:00,2022,1,16
JF115189,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,2,38,2023-01-03 15:40:27,41.816,-87.623,2022-01-17,01:15:00,2022,1,17
JF115203,498.0,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,0,22,75,2023-01-03 15:40:27,41.6857,-87.6605,2022-01-17,01:00:00,2022,1,17
JF115222,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,7,68,2023-01-03 15:40:27,41.7835,-87.6359,2022-01-17,02:40:00,2022,1,17
JF115148,486.0,DOMESTIC BATTERY SIMPLE,HOSPITAL BUILDING / GROUNDS,0,11,23,2023-01-03 15:40:27,41.8906,-87.7198,2022-01-16,22:50:00,2022,1,16
JF114687,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,3,40,2023-01-03 15:40:27,41.783,-87.6206,2022-01-16,12:25:00,2022,1,16
JF115245,498.0,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,0,22,73,2023-01-03 15:40:27,41.7321,-87.6647,2022-01-17,04:28:00,2022,1,17
JF114203,460.0,SIMPLE,BAR OR TAVERN,0,19,6,2023-01-03 15:40:27,41.9459,-87.6555,2022-01-15,22:00:00,2022,1,15
JF115250,440.0,"AGGRAVATED - HANDS, FISTS, FEET, NO / MINOR INJURY",APARTMENT,0,4,46,2023-01-03 15:40:27,41.7512,-87.5711,2022-01-17,04:00:00,2022,1,17
JF115031,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,9,61,2023-01-03 15:40:27,41.8132,-87.6432,2022-01-16,19:48:00,2022,1,16
JF115386,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,6,49,2023-01-03 15:40:27,41.723,-87.6323,2022-01-17,09:50:00,2022,1,17
JF115525,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,24,2,2023-01-03 15:40:27,42.0094,-87.6962,2022-01-17,00:00:00,2022,1,17
JF115445,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,25,19,2023-01-03 15:40:27,41.9266,-87.7722,2022-01-17,10:30:00,2022,1,17
JF115509,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,3,69,2023-01-03 15:40:27,41.7631,-87.614,2022-01-17,11:42:00,2022,1,17
JF115364,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,2,38,2023-01-03 15:40:27,41.8022,-87.6109,2022-01-17,09:26:00,2022,1,17
JF115417,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,7,67,2023-01-03 15:40:27,41.7896,-87.6657,2022-01-17,10:32:00,2022,1,17
JF114624,486.0,DOMESTIC BATTERY SIMPLE,STREET,0,1,32,2023-01-03 15:40:27,41.8718,-87.6336,2022-01-16,11:00:00,2022,1,16
JF115754,460.0,SIMPLE,SMALL RETAIL STORE,0,10,29,2023-01-03 15:40:27,41.8662,-87.7209,2022-01-17,15:30:00,2022,1,17
JF115869,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,12,24,2023-01-03 15:40:27,41.8963,-87.698,2022-01-16,20:00:00,2022,1,16
JF115108,420.0,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,SIDEWALK,0,17,13,2023-01-03 15:40:27,41.9848,-87.7141,2022-01-16,18:30:00,2022,1,16
JF115726,430.0,AGGRAVATED - OTHER DANGEROUS WEAPON,APARTMENT,0,8,66,2023-01-03 15:40:27,41.7628,-87.6848,2022-01-17,14:30:00,2022,1,17
JF115936,484.0,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",HOSPITAL BUILDING / GROUNDS,0,16,10,2023-01-03 15:40:27,41.9886,-87.8128,2022-01-17,18:35:00,2022,1,17
JF107764,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,8,66,2023-11-11 15:40:36,41.7744,-87.7066,2022-01-09,15:00:00,2022,1,9
JF116082,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,1,15,25,2023-01-03 15:40:27,41.8939,-87.7593,2022-01-17,22:23:00,2022,1,17
JF116111,460.0,SIMPLE,COMMERCIAL / BUSINESS OFFICE,0,25,25,2023-01-03 15:40:27,41.9169,-87.795,2022-01-07,19:00:00,2022,1,7
JF115242,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,7,68,2023-01-03 15:40:27,41.7634,-87.6461,2022-01-17,02:03:00,2022,1,17
JF116182,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,3,43,2023-01-03 15:40:27,41.7674,-87.5727,2022-01-18,04:20:00,2022,1,18
JF116192,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,1,15,25,2023-01-03 15:40:27,41.8832,-87.7616,2022-01-18,04:33:00,2022,1,18
JF116195,498.0,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",RESIDENCE,0,10,30,2023-01-03 15:40:27,41.8528,-87.7089,2022-01-18,03:00:00,2022,1,18
JF116470,460.0,SIMPLE,FACTORY / MANUFACTURING BUILDING,0,1,32,2023-01-03 15:40:27,41.8721,-87.6286,2022-01-14,00:00:00,2022,1,14
JF116364,460.0,SIMPLE,APARTMENT,0,8,56,2023-01-03 15:40:27,41.8113,-87.7411,2022-01-13,15:00:00,2022,1,13
JF116314,486.0,DOMESTIC BATTERY SIMPLE,STREET,0,4,51,2023-01-03 15:40:27,41.7108,-87.5609,2022-01-18,09:30:00,2022,1,18
JF116513,460.0,SIMPLE,ALLEY,0,6,71,2023-01-03 15:40:27,41.737,-87.6558,2022-01-18,00:00:00,2022,1,18
JF112793,460.0,SIMPLE,SIDEWALK,0,1,32,2023-01-03 15:40:27,41.8824,-87.6278,2022-01-14,15:33:00,2022,1,14
JF116649,460.0,SIMPLE,SCHOOL - PUBLIC BUILDING,0,1,35,2023-01-03 15:40:27,41.8398,-87.6175,2022-01-18,13:00:00,2022,1,18
JF116720,484.0,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",SCHOOL - PUBLIC GROUNDS,0,2,39,2023-01-03 15:40:27,41.8142,-87.604,2022-01-13,15:20:00,2022,1,13
JF116830,484.0,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",STREET,0,4,43,2023-01-03 15:40:27,41.7544,-87.5663,2022-01-18,15:07:00,2022,1,18
JF116903,460.0,SIMPLE,SIDEWALK,0,18,7,2023-01-03 15:40:27,41.9235,-87.6565,2022-01-17,20:00:00,2022,1,17
JF117016,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,3,42,2023-01-03 15:40:27,41.7778,-87.6028,2022-01-18,16:50:00,2022,1,18
JF117067,460.0,SIMPLE,NURSING / RETIREMENT HOME,0,22,73,2023-01-03 15:40:27,41.7214,-87.6486,2022-01-18,18:00:00,2022,1,18
JF117127,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,6,71,2023-01-03 15:40:27,41.7555,-87.6454,2022-01-18,18:30:00,2022,1,18
JF117196,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,10,30,2023-01-03 15:40:27,41.8525,-87.693,2022-01-18,20:00:00,2022,1,18
JF117211,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,6,69,2023-01-03 15:40:27,41.7572,-87.6384,2022-01-18,20:27:00,2022,1,18
JF116189,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,12,24,2023-01-03 15:40:27,41.8988,-87.6869,2022-01-18,03:30:00,2022,1,18
JF117290,496.0,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,APARTMENT,0,15,25,2023-01-03 15:40:27,41.8834,-87.7617,2022-01-18,22:18:00,2022,1,18
JF117395,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,7,68,2023-01-03 15:40:27,41.7612,-87.6346,2022-01-19,03:23:00,2022,1,19
JF117339,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,3,68,2023-01-03 15:40:27,41.7844,-87.629,2022-01-18,23:39:00,2022,1,18
JF117380,460.0,SIMPLE,STREET,0,25,22,2023-01-03 15:40:27,41.919,-87.7254,2022-01-19,02:00:00,2022,1,19
